ID,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,4.7,1,2,csp,Cheilodactylus spectabilis,Banded morwong,2,0,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,4.7,1,2,pmi,Parma microlepis,White-ear,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,4.7,1,2,mau,Meuschenia australis,Brown-striped leatherjacket,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,4.7,1,2,pla,Pictilabrus laticlavius,Senator wrasse,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,4.7,1,2,gel,Girella elevata,Rock blackfish,7,0,,,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,4.7,1,2,mfr,Meuschenia freycineti,Six-spine leatherjacket,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,4.7,1,2,vco,Vincentia conspersa,Southern cardinalfish,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,4.7,1,2,ucr,Urolophus cruciatus,Banded stingaree,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,4.7,1,2,ocy,Olisthops cyanomelas,Herring cale,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,4.7,1,2,ear,Enoplosus armatus,Old wife,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,1,2,nfu,Notolabrus fucicola,Purple wrasse,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,1,2,aar,Aplodactylus arctidens,Marblefish,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,1,2,pla,Pictilabrus laticlavius,Senator wrasse,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,1,2,ear,Enoplosus armatus,Old wife,2,0,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,1,2,mfr,Meuschenia freycineti,Six-spine leatherjacket,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,1,2,ocy,Olisthops cyanomelas,Herring cale,6,0,,,,,,1,1,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,1,2,csp,Cheilodactylus spectabilis,Banded morwong,2,0,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,1,2,gze,Girella zebra,Zebra fish,13,0,,,,,,1,3,7,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,1,2,sli,Scorpis lineolata,Silver sweep,21,0,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,1,2,mau,Meuschenia australis,Brown-striped leatherjacket,2,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,4.7,2,2,hru,Haliotis rubra,Blacklip abalone,21,0,,,1,2,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,4.7,2,2,her,Heliocidaris erythrogramma,Short-spined urchin,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,4.7,2,2,pch,Plagusia chabrus,Red bait crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,2,2,hru,Haliotis rubra,Blacklip abalone,65,0,,10,20,22,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,2,2,her,Heliocidaris erythrogramma,Short-spined urchin,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,2,2,pch,Plagusia chabrus,Red bait crab,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,1,2,lrh,Lotella rhacina,Beardie,2,0,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,1,2,ban,Bovichtus angustifrons,Dragonet,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,1,2,cro,Centrostephanus rodgersii,Long-spined urchin,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,1,2,ctr,Cenolia trichoptera,Feather star,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,1,2,tun,Turbo undulatus,Turban snail,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,0,2,prubi,Pseudolabrus rubicundus,Rosy wrasse,5,0,,,,,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,0,2,saus,Sepioteuthis australis,Southern calamary,8,0,,,,,,,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,SYW,YHF,YHF001,Binalong Bay Gulches,-41.248429,148.310565,1/02/2023,9,NE,12:00,YHF,5.3,0,2,hma,Hypoplectrodes maccullochi,Half-banded seaperch,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,YHF,CL,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,1,1,sli,Scorpis lineolata,Silver sweep,2,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,YHF,CL,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,1,1,mau,Meuschenia australis,Brown-striped leatherjacket,4,0,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,YHF,CL,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,1,1,nte,Notolabrus tetricus,Blue-throat wrasse,2,0,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,YHF,CL,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,1,1,ocy,Olisthops cyanomelas,Herring cale,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,YHF,CL,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,1,1,cra,Caesioperca rasor,Barber perch,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,YHF,CL,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,1,1,tca,Trachinops caudimaculatus,Hulafish,30,0,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,YHF,CL,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,1,1,prubi,Pseudolabrus rubicundus,Rosy wrasse,5,0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,YHF,CL,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,1,1,pla,Pictilabrus laticlavius,Senator wrasse,4,0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,YHF,CL,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,1,1,hac,Heteroscarus acroptilus,Rainbow cale,2,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,YHF,CL,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,2,1,ctr,Cenolia trichoptera,Feather star,160,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,YHF,CL,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,2,1,hru,Haliotis rubra,Blacklip abalone,4,0,,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,YHF,CL,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,2,1,pser,Palaemon serenus,Banded shrimp,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,YHF,CL,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,2,1,tun,Turbo undulatus,Turban shell,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,YHF,CL,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,2,1,her,Heliocidaris erythrogramma,Short-spined urchin,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,YHF,CL,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,2,1,spa,Scorpaena papillosa,Southern rock cod,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,YHF,CL,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,2,1,jed,Jasus edwardsii,Southern rock lobster,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,YHF,CL,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,2,1,fva,Forsterygion varium,Many-rayed threefin,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,YHF,CL,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,2,1,ctas,Comanthus tasmaniae,Tasmanian feather star,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,CL,YHF,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,1,2,mau,Meuschenia australis,Brown-striped leatherjacket,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,CL,YHF,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,1,2,sli,Scorpis lineolata,Silver sweep,2,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,CL,YHF,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,1,2,prubi,Pseudolabrus rubicundus,Rosy wrasse,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,CL,YHF,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,1,2,csp,Cheilodactylus spectabilis,Banded morwong,2,0,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,CL,YHF,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,1,2,cra,Caesioperca rasor,Barber perch,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,CL,YHF,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,1,2,tca,Trachinops caudimaculatus,Hulafish,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,CL,YHF,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,1,2,nte,Notolabrus tetricus,Blue-throat wrasse,3,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,CL,YHF,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,1,2,pla,Pictilabrus laticlavius,Senator wrasse,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,CL,YHF,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,2,2,ctr,Cenolia trichoptera,Feather star,114,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,CL,YHF,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,2,2,ctas,Comanthus tasmaniae,Tasmanian feather star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,CL,YHF,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,2,2,rau,Ranella australasia,Australian rock whelk,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,CL,YHF,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,2,2,jed,Jasus edwardsii,Southern rock lobster,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,CL,YHF,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,2,2,her,Heliocidaris erythrogramma,Short-spined urchin,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,CL,YHF,TAS167,Fortescue Bay,-43.1291,147.95961,8/02/2023,8,NW,12:00,YHF,11.6,2,2,hin,Holopneustes inflatus,Inflated egg urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,YHF,Beth Strain,TAS167,Fortescue Bay,-43.12773,147.9589,8/02/2023,8,NW,12:00,YHF,8.6,1,1,cla,Cephaloscyllium laticeps,Draughtboard shark,1,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,YHF,Beth Strain,TAS167,Fortescue Bay,-43.12773,147.9589,8/02/2023,8,NW,12:00,YHF,8.6,1,1,nte,Notolabrus tetricus,Blue-throat wrasse,6,0,,,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,YHF,Beth Strain,TAS167,Fortescue Bay,-43.12773,147.9589,8/02/2023,8,NW,12:00,YHF,8.6,1,1,pla,Pictilabrus laticlavius,Senator wrasse,3,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,YHF,Beth Strain,TAS167,Fortescue Bay,-43.12773,147.9589,8/02/2023,8,NW,12:00,YHF,8.6,1,1,avi,Acanthaluteres vittiger,Toothbrush leatherjacket,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,YHF,Beth Strain,TAS167,Fortescue Bay,-43.12773,147.9589,8/02/2023,8,NW,12:00,YHF,8.6,1,1,tca,Trachinops caudimaculatus,Hulafish,7,0,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,YHF,Beth Strain,TAS167,Fortescue Bay,-43.12773,147.9589,8/02/2023,8,NW,12:00,YHF,8.6,1,1,dle,Dinolestes lewini,Long-fin pike,3,0,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,YHF,Beth Strain,TAS167,Fortescue Bay,-43.12773,147.9589,8/02/2023,8,NW,12:00,YHF,8.6,1,1,nba,Neoodax balteatus,Little rock whiting,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,YHF,Beth Strain,TAS167,Fortescue Bay,-43.12773,147.9589,8/02/2023,8,NW,12:00,YHF,8.6,2,1,ctr,Cenolia trichoptera,Feather star,135,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,YHF,Beth Strain,TAS167,Fortescue Bay,-43.12773,147.9589,8/02/2023,8,NW,12:00,YHF,8.6,2,1,pser,Palaemon serenus,Banded shrimp,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,YHF,Beth Strain,TAS167,Fortescue Bay,-43.12773,147.9589,8/02/2023,8,NW,12:00,YHF,8.6,2,1,ctas,Comanthus tasmaniae,Tasmanian feather star,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,YHF,Beth Strain,TAS167,Fortescue Bay,-43.12773,147.9589,8/02/2023,8,NW,12:00,YHF,8.6,2,1,hru,Haliotis rubra,Blacklip abalone,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,YHF,Beth Strain,TAS167,Fortescue Bay,-43.12773,147.9589,8/02/2023,8,NW,12:00,YHF,8.6,1,2,nte,Notolabrus tetricus,Blue-throat wrasse,3,0,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,YHF,Beth Strain,TAS167,Fortescue Bay,-43.12773,147.9589,8/02/2023,8,NW,12:00,YHF,8.6,1,2,pla,Pictilabrus laticlavius,Senator wrasse,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,YHF,Beth Strain,TAS167,Fortescue Bay,-43.12773,147.9589,8/02/2023,8,NW,12:00,YHF,8.6,1,2,avi,Acanthaluteres vittiger,Toothbrush leatherjacket,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,YHF,Beth Strain,TAS167,Fortescue Bay,-43.12773,147.9589,8/02/2023,8,NW,12:00,YHF,8.6,1,2,tca,Trachinops caudimaculatus,Hulafish,18,0,,,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,YHF,Beth Strain,TAS167,Fortescue Bay,-43.12773,147.9589,8/02/2023,8,NW,12:00,YHF,8.6,1,2,prubi,Pseudolabrus rubicundus,Rosy wrasse,2,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,YHF,Beth Strain,TAS167,Fortescue Bay,-43.12773,147.9589,8/02/2023,8,NW,12:00,YHF,8.6,1,2,nfu,Notolabrus fucicola,Purple wrasse,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,YHF,Beth Strain,TAS167,Fortescue Bay,-43.12773,147.9589,8/02/2023,8,NW,12:00,YHF,8.6,1,2,dle,Dinolestes lewini,Long-fin pike,2,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,YHF,Beth Strain,TAS167,Fortescue Bay,-43.12773,147.9589,8/02/2023,8,NW,12:00,YHF,8.6,1,2,nba,Neoodax balteatus,Little rock whiting,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
